method,route,name,handler,global_filters,local_filters,classification,status,reason,recommended_action,handler_namespace_review,cli_route
GET,API/Investments/getForecastAccuracySummary,»,\App\Modules\APIs\Controllers\InvestmentsAPIController::getForecastAccuracySummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/AI/Notes,»,\App\Modules\APIs\Controllers\AIAPIController::listNotes,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/commandsCatalog,»,\App\Modules\APIs\Controllers\DiscordAPIController::commandsCatalog,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/onboardingSteps,»,\App\Modules\APIs\Controllers\DiscordAPIController::onboardingSteps,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/sharingGuide,»,\App\Modules\APIs\Controllers\DiscordAPIController::sharingGuide,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/health,»,\App\Modules\APIs\Controllers\DiscordAPIController::health,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/lookup/ticker,»,\App\Modules\APIs\Controllers\DiscordAPIController::tickerLookup,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/lookup/crypto,»,\App\Modules\APIs\Controllers\DiscordAPIController::cryptoLookup,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Discord/lookup/quote,»,\App\Modules\APIs\Controllers\DiscordAPIController::quoteLookup,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Chat/me,»,\App\Modules\APIs\Controllers\ChatController::me,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/signals,»,\App\Modules\APIs\Controllers\AlertsAPIController::getSignals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/signalFiles,»,\App\Modules\APIs\Controllers\AlertsAPIController::getSignalFiles,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/previewSignalFile/([0-9]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::previewSignalFile/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/addTradeAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::addTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/createTradeAlert/([^/]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::addTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/createTradeAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::addTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getFilteredAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::getFilteredAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/fetchAutoGeneratedAnalysis,»,\App\Modules\APIs\Controllers\AlertsAPIController::fetchAutoGeneratedAnalysis,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/fetchMarketAuxNews/([^/]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::fetchMarketAuxNews/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateMarketingForAlert/([0-9]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::generateMarketingForAlert/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateNow,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateNow,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateTradeAlertSummary,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateTradeAlertSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getEmaComparison/([^/]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::getEmaComparison/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateAlertSocialCopy/([0-9]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::generateAlertSocialCopy/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getFullMetrics,»,\App\Modules\APIs\Controllers\AlertsAPIController::getFullMetrics,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getLatestPrices,»,\App\Modules\APIs\Controllers\AlertsAPIController::getLatestPrices,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getTechnicalIndicators,»,\App\Modules\APIs\Controllers\AlertsAPIController::getTechnicalIndicators,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/hideTradeAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::hideTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/manageTradeAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::manageTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/markAlertAsSentAndSendEmail/([^/]+),»,\App\Modules\APIs\Controllers\AlertsAPIController::markAlertAsSentAndSendEmail/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/processAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::processAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/processEmailAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::processEmailAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/processTradeAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::processTradeAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/processTradeBatch,»,\App\Modules\APIs\Controllers\AlertsAPIController::processTradeBatch,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/sendAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::sendAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/storeMarketingContent,»,\App\Modules\APIs\Controllers\AlertsAPIController::storeMarketingContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/updateBatchPrices,»,\App\Modules\APIs\Controllers\AlertsAPIController::updateBatchPrices,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/updateChartOverride,»,\App\Modules\APIs\Controllers\AlertsAPIController::updateChartOverride,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/updateExchange,»,\App\Modules\APIs\Controllers\AlertsAPIController::updateExchange,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/updateStatus/([0-9]+)/(.*),»,\App\Modules\APIs\Controllers\AlertsAPIController::updateStatus/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/updateTradeAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::updateTradeAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/submitTradeAlert,»,\App\Modules\APIs\Controllers\AlertsAPIController::submitTradeAlert,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/getTradeAlertDetails,»,\App\Modules\APIs\Controllers\AlertsAPIController::getTradeAlertDetails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateVoiceoverScript,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateVoiceoverScript,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateVoiceoverAndMarketingContent,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateVoiceoverAndMarketingContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateAndStoreVoiceover,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateAndStoreVoiceover,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/generateSocialMediaPosts,»,\App\Modules\APIs\Controllers\AlertsAPIController::generateSocialMediaPosts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/postMarketingContentToSocials,»,\App\Modules\APIs\Controllers\AlertsAPIController::postMarketingContentToSocials,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/gen-keys,»,\App\Modules\APIs\Controllers\AlertsAPIController::genKeys,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Alerts/sign,»,\App\Modules\APIs\Controllers\AlertsAPIController::sign,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/summary,»,\App\Modules\APIs\Controllers\BrokerAPIController::summary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/credit,»,\App\Modules\APIs\Controllers\BrokerAPIController::credit,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/available,»,\App\Modules\APIs\Controllers\BrokerAPIController::available,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/repayment,»,\App\Modules\APIs\Controllers\BrokerAPIController::repayment,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/categories,»,\App\Modules\APIs\Controllers\BrokerAPIController::categories,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/transactions,»,\App\Modules\APIs\Controllers\BrokerAPIController::transactions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/goals,»,\App\Modules\APIs\Controllers\BrokerAPIController::goals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/insights,»,\App\Modules\APIs\Controllers\BrokerAPIController::insights,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/trends,»,\App\Modules\APIs\Controllers\BudgetController::trends,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/net-worth,»,\App\Modules\APIs\Controllers\BudgetController::netWorth,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/cash-flow,»,\App\Modules\APIs\Controllers\BudgetController::cashFlow,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/budgets,»,\App\Modules\APIs\Controllers\BudgetController::budgets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/savings-goals,»,\App\Modules\APIs\Controllers\BrokerAPIController::savingsGoals,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/investment-accounts,»,\App\Modules\APIs\Controllers\BrokerAPIController::investmentAccounts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
GET,API/Broker/linked-accounts,»,\App\Modules\APIs\Controllers\BrokerAPIController::linkedAccounts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no
