method,route,name,handler,global_filters,local_filters,classification,status,reason,recommended_action,handler_namespace_review,cli_route
GET,API/DripCampaign/TestCron,»,\App\Modules\APIs\Controllers\DripCampaignAPIController::testDripCron,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronAnalyzeContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronAnalyzeContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronAutoPublishGroupedDigest,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronAutoPublishGroupedDigest,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronFetchAndGenerateNews,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronFetchAndGenerateNews,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronFetchInbox,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronFetchInbox,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronFetchMarketingEmails,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronFetchMarketingEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Marketing/cronProcessSMSMarketingIdeas,»,\App\Modules\APIs\Controllers\MarketingAPIController::cronProcessSMSMarketingIdeas,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Distribute-Fees,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronDistributeFees,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Fetch-Market-Data,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronFetchMarketData,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Fetch-User-Data,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronFetchUserData,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Settle-Markets,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronSettleMarkets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Expire-Markets,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronExpireMarkets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-Market-Prices,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateMarketPrices,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-Market-States,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateMarketStates,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Positions,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserPositions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Stakes,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserStakes,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Fees,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserFees,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-PnL,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserPnL,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Rankings,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserRankings,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Leaderboard,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserLeaderboard,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Stats,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserStats,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Update-User-Notifications,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronUpdateUserNotifications,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-Expired-Markets,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessExpiredMarkets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-Settled-Markets,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessSettledMarkets,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Orders,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserOrders,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Positions,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserPositions,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Stakes,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserStakes,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Fees,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserFees,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-PnL,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserPnL,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Rankings,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserRankings,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Leaderboard,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserLeaderboard,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Stats,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserStats,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Notifications,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserNotifications,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Process-User-Settlements,»,\App\Modules\APIs\Controllers\PredictionsAPIController::cronProcessUserSettlements,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Lock,»,\App\Modules\APIs\Controllers\PredictionsAPIController::lock,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Rebalance,»,\App\Modules\APIs\Controllers\PredictionsAPIController::rebalanceOdds,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
GET,API/Predictions/Cron/Unlock,»,\App\Modules\APIs\Controllers\PredictionsAPIController::unlock,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Ops/ingestReport,»,\App\Modules\APIs\Controllers\OpsAPIController::ingestReport,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Alerts/backfillEmailAlerts,»,\App\Modules\APIs\Controllers\AlertsAPIController::backfillEmailAlerts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Scanner/run,»,\App\Modules\APIs\Controllers\ScannerController::run,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Scanner/universe/sync,»,\App\Modules\APIs\Controllers\ScannerController::syncUniverse,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Alerts/backfillCategories,»,\App\Modules\APIs\Controllers\AlertsAPIController::backfillCategories,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Alerts/forceFetchEmails,»,\App\Modules\APIs\Controllers\AlertsAPIController::forceFetchEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/Alerts/forceFetchTickers,»,\App\Modules\APIs\Controllers\AlertsAPIController::forceFetchTickers,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/ContentEngine/ingestScanner,»,\App\Modules\APIs\Controllers\ContentEngineAPIController::ingestScanner,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/ContentEngine/processIngest/([0-9]+),»,\App\Modules\APIs\Controllers\ContentEngineAPIController::processIngest/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
POST,API/eSports/cronProcessJobs,»,\App\Modules\APIs\Controllers\EsportsAPIController::cronProcessJobs,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,INTERNAL,MISSING_GUARD,API route appears operational/internal but no internal token or cron key guard was recognized.,add_or_confirm_internal_token_or_cron_guard,no,no
