method,route,name,handler,global_filters,local_filters,classification,status,reason,recommended_action,handler_namespace_review,cli_route,gt001d_classification,owner_review_note
GET,API/Marketing/generateFromTicker,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateFromTicker,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateFromTopic,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateFromTopic,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateFromScrapedSource/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::generateFromScrapedSource/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/exportVideoPackage/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::exportVideoPackage/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/getTemplates,»,\App\Modules\APIs\Controllers\MarketingAPIController::getTemplates,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/saveTemplate,»,\App\Modules\APIs\Controllers\MarketingAPIController::saveTemplate,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,OWNER_REVIEW_REQUIRED,Route ownership/caller must be confirmed before guard selection.
GET,API/Marketing/forceGenerateFromTemp,»,\App\Modules\APIs\Controllers\MarketingAPIController::forceGenerateFromTemp,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/ForceGenerateFromTemp/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::ForceGenerateFromTemp/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateCampaignContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateCampaignContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateDailyMarketCampaign,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateDailyMarketCampaign,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateCampaignStepContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateCampaignStepContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateContentFromScraper,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateContentFromScraper,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateContentDigestFromStored,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateContentDigestFromStored,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateDailyContentDigest,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateDailyContentDigest,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateKimiSummaries,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateKimiSummaries,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateKimiPosts,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateKimiPosts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/GenerateFromSimilar/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::generateFromSimilar/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateFromSimilar,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateFromSimilar,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateLivePreview,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateLivePreview,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generatePostsFromSummary/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::generatePostsFromSummary/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generatePostsFromSummary,»,\App\Modules\APIs\Controllers\MarketingAPIController::generatePostsFromSummary,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generatePostMediaContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::generatePostMediaContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateScheduledPosts,»,\App\Modules\APIs\Controllers\MarketingAPIController::generateScheduledPosts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getCleanedScrapedContent,»,\App\Modules\APIs\Controllers\MarketingAPIController::getCleanedScrapedContent,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getScrapeDetails/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::getScrapeDetails/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/generateThreadFromSummary/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::generateThreadFromSummary/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getContentPerformanceAnalytics,»,\App\Modules\APIs\Controllers\MarketingAPIController::getContentPerformanceAnalytics,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/getGeneratedPostsPaginated,»,\App\Modules\APIs\Controllers\MarketingAPIController::getGeneratedPostsPaginated,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getStoryboardPackage/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::getStoryboardPackage/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/getTopGeneratedPosts,»,\App\Modules\APIs\Controllers\MarketingAPIController::getTopGeneratedPosts,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/getTopKeywordChart/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::getTopKeywordChart/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/groupSimilarSummariesByCosine,»,\App\Modules\APIs\Controllers\MarketingAPIController::groupSimilarSummariesByCosine,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/massResendActivationEmails,»,\App\Modules\APIs\Controllers\MarketingAPIController::massResendActivationEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/monitorKeywords,»,\App\Modules\APIs\Controllers\MarketingAPIController::monitorKeywordsAndScrape,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/previewBufferItem/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::previewBufferItem/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/previewPendingSummaries,»,\App\Modules\APIs\Controllers\MarketingAPIController::previewPendingSummaries,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/processMarketingTempEmails/([0-9]+)/([^/]+)/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::processMarketingTempEmails/$1/$2/$3,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/processMarketingTempEmails/([0-9]+)/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::processMarketingTempEmails/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/publishGroupedContentDraft,»,\App\Modules\APIs\Controllers\MarketingAPIController::publishGroupedContentDraft,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/rankBufferPostsDaily,»,\App\Modules\APIs\Controllers\MarketingAPIController::rankBufferPostsDaily,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/runNewsScrape,»,\App\Modules\APIs\Controllers\MarketingAPIController::runNewsScrape,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runNewsGenerate,»,\App\Modules\APIs\Controllers\MarketingAPIController::runNewsGenerate,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runNewsPipeline,»,\App\Modules\APIs\Controllers\MarketingAPIController::runNewsPipeline,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/reprocessIncompleteEmails,»,\App\Modules\APIs\Controllers\MarketingAPIController::reprocessIncompleteEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runContentGenerationBatch,»,\App\Modules\APIs\Controllers\MarketingAPIController::runContentGenerationBatch,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runKeywordEnrichment,»,\App\Modules\APIs\Controllers\MarketingAPIController::runKeywordEnrichment,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/runScheduledTasks,»,\App\Modules\APIs\Controllers\MarketingAPIController::runScheduledTasks,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
GET,API/Marketing/Search/([^/]+)/(.*),»,\App\Modules\APIs\Controllers\ManagementController::index/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/sendWalkthroughEmails,»,\App\Modules\APIs\Controllers\MarketingAPIController::sendWalkthroughEmails,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/scheduleApprovedPost/([0-9]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::scheduleApprovedPost/$1,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/schedulePost/(.*)/(.*)/(.*),»,\App\Modules\APIs\Controllers\MarketingAPIController::schedulePost/$1/$2/$3,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/sharePost/([0-9]+)/([^/]+),»,\App\Modules\APIs\Controllers\MarketingAPIController::sharePost/$1/$2,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,READ_API_TOKEN_CANDIDATE,Likely read API token candidate after caller review.
GET,API/Marketing/Large-Content/Form,»,\App\Modules\APIs\Controllers\MarketingAPIController::submitLargeContentForm,botBlocker requestLifecycle observability ratelimit throttle sessionRevoked,cspoff sessionTracker requestLifecycle observability jsonException toolbar,API_TOKEN,MISSING_GUARD,API route is non-public but no API token/auth/role guard was recognized.,add_or_confirm_api_token_guard,no,no,MUTATION_API_TOKEN_CANDIDATE,Likely API token candidate after owner confirms non-public caller.
